"Name","year","month","city_num","pm25","lr_op","DATE","AWND","TAVG","PRCP"
"Charlotte",2006,75,5,12.7018692920315,0,"2006-03",3.1,10.94,33.5
"Charlotte",2006,76,5,12.2434301377883,0,"2006-04",2.7,17.27,60.1
"Charlotte",2006,77,5,12.6550996235592,0,"2006-05",2.3,18.77,31.7
"Charlotte",2006,78,5,17.4267071930937,0,"2006-06",2.3,23.64,188
"Charlotte",2006,79,5,21.3369423103619,0,"2006-07",2,25.68,92.7
"Charlotte",2006,80,5,19.8500461618016,0,"2006-08",1.9,26,183.2
"Charlotte",2006,81,5,15.4809683973783,0,"2006-09",2.2,21.02,111.3
"Charlotte",2006,82,5,11.2315110727142,0,"2006-10",2.4,14.33,96.6
"Charlotte",2006,83,5,10.8796250680928,0,"2006-11",2.9,10.92,160.2
"Charlotte",2006,84,5,13.2929907471992,0,"2006-12",2.2,8.54,60.3
"Charlotte",2007,85,5,8.17160338920545,0,"2007-01",2.6,6.69,85.9
"Charlotte",2007,86,5,9.63732146497317,0,"2007-02",2.7,5.02,70.4
"Charlotte",2007,87,5,13.741261017713,0,"2007-03",3,13.75,111.7
"Charlotte",2007,88,5,10.4386810883687,0,"2007-04",2.9,14.74,104.7
"Charlotte",2007,89,5,14.5631288051844,0,"2007-05",2.8,19.78,15.3
"Charlotte",2007,90,5,16.9930435823224,0,"2007-06",2.5,24.41,65.2
"Charlotte",2007,91,5,16.6455283258581,0,"2007-07",2.2,24.85,51.8
"Charlotte",2007,92,5,23.0637090316442,0,"2007-08",2.2,28.73,10.5
"Charlotte",2007,93,5,16.1553414930669,0,"2007-09",2.5,23.86,27.2
"Charlotte",2007,94,5,8.57449118939451,0,"2007-10",2.4,18.94,64.6
"Charlotte",2007,95,5,11.3885767670565,0,"2007-11",2.6,10.01,11.9
"Charlotte",2007,96,5,10.5527996809133,1,"2007-12",2.7,9.32,107.6
"Charlotte",2008,100,5,9.57974991490367,1,"2008-04",3.3,14.79,94
"Charlotte",2008,101,5,12.2163253293153,1,"2008-05",3.8,19.52,55.6
"Charlotte",2008,102,5,17.4917638717696,1,"2008-06",3,26.12,68.4
"Charlotte",2008,103,5,16.4484877177375,1,"2008-07",2.7,25.84,90.7
"Charlotte",2008,104,5,15.2010403921915,1,"2008-08",2.8,25.3,238.5
"Charlotte",2008,105,5,12.5043609163558,1,"2008-09",3.2,21.95,101.3
"Charlotte",2008,106,5,9.9138058347981,1,"2008-10",2.7,14.59,37.9
"Charlotte",2008,107,5,10.85780925646,1,"2008-11",2.9,8.1,69.8
"Charlotte",2008,108,5,8.84520304051004,1,"2008-12",3,8.26,82.3
"Charlotte",2008,97,5,10.9569287601189,1,"2008-01",2.8,4.74,46.9
"Charlotte",2008,98,5,11.1145465208292,1,"2008-02",3.1,8.18,70.1
"Charlotte",2008,99,5,10.9593520475704,1,"2008-03",3.8,11.26,117.9
"Charlotte",2009,109,5,10.4568074690935,1,"2009-01",3.1,4.41,64
"Charlotte",2009,110,5,10.040491525517,1,"2009-02",3.7,6.94,56.1
"Charlotte",2009,111,5,9.84828846339554,1,"2009-03",3.5,10.38,137.3
"Charlotte",2009,112,5,8.53957556547736,1,"2009-04",3.6,15.56,58.4
"Charlotte",2009,113,5,7.50117688198094,1,"2009-05",3.5,20.59,185
"Charlotte",2009,114,5,13.7511238631968,1,"2009-06",2.1,24.88,120.3
"Charlotte",2009,115,5,13.6496015066026,1,"2009-07",2.6,24.99,119.3
"Charlotte",2009,116,5,12.683015475663,1,"2009-08",2.1,25.79,42.1
"Charlotte",2009,117,5,10.6450771904731,1,"2009-09",2.5,22.02,42.6
"Charlotte",2009,118,5,7.58397460738013,1,"2009-10",2.4,15.11,91.1
"Charlotte",2009,119,5,9.20678451713512,1,"2009-11",2.8,11.72,129
"Charlotte",2009,120,5,9.61098724608125,1,"2009-12",2.4,4.4,178.1
"Charlotte",2010,121,5,9.74606155860302,1,"2010-01",2.8,3.08,124.1
"Charlotte",2010,122,5,9.98032505762405,1,"2010-02",2.7,3.53,96.3
"Charlotte",2010,123,5,8.41120782289603,1,"2010-03",3,10.49,111.1
"Charlotte",2010,124,5,11.9260001961575,1,"2010-04",2.8,17.03,36.7
"Charlotte",2010,125,5,10.9581765161213,1,"2010-05",2.8,21.92,85.6
"Charlotte",2010,126,5,12.8999085751615,1,"2010-06",2.2,26.8,73.5
"Charlotte",2010,127,5,14.4041746906949,1,"2010-07",2.4,27.78,63
"Charlotte",2010,128,5,14.2777921532237,1,"2010-08",2.2,27.15,120.7
"Charlotte",2010,129,5,11.0832252571441,1,"2010-09",2.4,24.09,106.1
"Charlotte",2010,130,5,9.54066479298495,1,"2010-10",2.4,16.49,28.7
"Charlotte",2010,131,5,10.090608452272,1,"2010-11",2.4,10.51,35.1
